event_id,node_id,category,title,description,choices,world_pressure
W04_EVT_014,W04_N04,探索,探索事件6,迷雾边缘出现异常迹象。 发生地点：社区诊所。,深入 / 观察 / 返回,感染值、NPC信任、资源冲突
W04_EVT_015,W04_N10,探索,探索事件7,迷雾边缘出现异常迹象。 发生地点：物流仓库。,深入 / 观察 / 返回,感染值、NPC信任、资源冲突
W04_EVT_016,W04_N16,探索,探索事件8,迷雾边缘出现异常迹象。 发生地点：广播中心。,深入 / 观察 / 返回,感染值、NPC信任、资源冲突
W04_EVT_017,W04_N14,天气,天气事件1,环境条件迅速恶化。 发生地点：临时营地。,避难 / 抢时间 / 改变路线,感染值、NPC信任、资源冲突
W04_EVT_018,W04_N20,天气,天气事件2,环境条件迅速恶化。 发生地点：消防站。,避难 / 抢时间 / 改变路线,感染值、NPC信任、资源冲突
W04_EVT_019,W04_N02,天气,天气事件3,环境条件迅速恶化。 发生地点：废弃公寓。,避难 / 抢时间 / 改变路线,感染值、NPC信任、资源冲突
W04_EVT_020,W04_N08,天气,天气事件4,环境条件迅速恶化。 发生地点：旧警局。,避难 / 抢时间 / 改变路线,感染值、NPC信任、资源冲突
W04_EVT_021,W04_N14,天气,天气事件5,环境条件迅速恶化。 发生地点：临时营地。,避难 / 抢时间 / 改变路线,感染值、NPC信任、资源冲突
W04_EVT_022,W04_N20,天气,天气事件6,环境条件迅速恶化。 发生地点：消防站。,避难 / 抢时间 / 改变路线,感染值、NPC信任、资源冲突
W04_EVT_023,W04_N02,天气,天气事件7,环境条件迅速恶化。 发生地点：废弃公寓。,避难 / 抢时间 / 改变路线,感染值、NPC信任、资源冲突
W04_EVT_024,W04_N08,天气,天气事件8,环境条件迅速恶化。 发生地点：旧警局。,避难 / 抢时间 / 改变路线,感染值、NPC信任、资源冲突
W04_EVT_025,W04_N06,NPC,NPC事件1,遇到一个无法完全判断意图的人。 发生地点：地下停车场。,帮助 / 交易 / 保持距离,感染值、NPC信任、资源冲突
W04_EVT_026,W04_N12,NPC,NPC事件2,遇到一个无法完全判断意图的人。 发生地点：地铁入口。,帮助 / 交易 / 保持距离,感染值、NPC信任、资源冲突
W04_EVT_027,W04_N18,NPC,NPC事件3,遇到一个无法完全判断意图的人。 发生地点：实验室核心。,帮助 / 交易 / 保持距离,感染值、NPC信任、资源冲突
W04_EVT_028,W04_N24,NPC,NPC事件4,遇到一个无法完全判断意图的人。 发生地点：河岸码头。,帮助 / 交易 / 保持距离,感染值、NPC信任、资源冲突
W04_EVT_029,W04_N06,NPC,NPC事件5,遇到一个无法完全判断意图的人。 发生地点：地下停车场。,帮助 / 交易 / 保持距离,感染值、NPC信任、资源冲突
W04_EVT_030,W04_N12,NPC,NPC事件6,遇到一个无法完全判断意图的人。 发生地点：地铁入口。,帮助 / 交易 / 保持距离,感染值、NPC信任、资源冲突
W04_EVT_031,W04_N18,NPC,NPC事件7,遇到一个无法完全判断意图的人。 发生地点：实验室核心。,帮助 / 交易 / 保持距离,感染值、NPC信任、资源冲突
W04_EVT_032,W04_N24,NPC,NPC事件8,遇到一个无法完全判断意图的人。 发生地点：河岸码头。,帮助 / 交易 / 保持距离,感染值、NPC信任、资源冲突
W04_EVT_033,W04_N22,路线,路线事件1,发现与长期逃生目标有关的信息。 发生地点：撤离广场。,推进 / 记录 / 转向,感染值、NPC信任、资源冲突
W04_EVT_034,W04_N04,路线,路线事件2,发现与长期逃生目标有关的信息。 发生地点：社区诊所。,推进 / 记录 / 转向,感染值、NPC信任、资源冲突
W04_EVT_035,W04_N10,路线,路线事件3,发现与长期逃生目标有关的信息。 发生地点：物流仓库。,推进 / 记录 / 转向,感染值、NPC信任、资源冲突
W04_EVT_036,W04_N16,路线,路线事件4,发现与长期逃生目标有关的信息。 发生地点：广播中心。,推进 / 记录 / 转向,感染值、NPC信任、资源冲突
W04_EVT_037,W04_N22,路线,路线事件5,发现与长期逃生目标有关的信息。 发生地点：撤离广场。,推进 / 记录 / 转向,感染值、NPC信任、资源冲突
W04_EVT_038,W04_N04,路线,路线事件6,发现与长期逃生目标有关的信息。 发生地点：社区诊所。,推进 / 记录 / 转向,感染值、NPC信任、资源冲突
W04_EVT_039,W04_N10,路线,路线事件7,发现与长期逃生目标有关的信息。 发生地点：物流仓库。,推进 / 记录 / 转向,感染值、NPC信任、资源冲突
W04_EVT_040,W04_N16,路线,路线事件8,发现与长期逃生目标有关的信息。 发生地点：广播中心。,推进 / 记录 / 转向,感染值、NPC信任、资源冲突
W04_EVT_041,W04_N14,秘密,秘密事件1,出现与世界常识不一致的线索。 发生地点：临时营地。,调查 / 保存证据 / 忽略,感染值、NPC信任、资源冲突
W04_EVT_042,W04_N20,秘密,秘密事件2,出现与世界常识不一致的线索。 发生地点：消防站。,调查 / 保存证据 / 忽略,感染值、NPC信任、资源冲突
W04_EVT_043,W04_N02,秘密,秘密事件3,出现与世界常识不一致的线索。 发生地点：废弃公寓。,调查 / 保存证据 / 忽略,感染值、NPC信任、资源冲突
W04_EVT_044,W04_N08,秘密,秘密事件4,出现与世界常识不一致的线索。 发生地点：旧警局。,调查 / 保存证据 / 忽略,感染值、NPC信任、资源冲突
W04_EVT_045,W04_N14,秘密,秘密事件5,出现与世界常识不一致的线索。 发生地点：临时营地。,调查 / 保存证据 / 忽略,感染值、NPC信任、资源冲突
W04_EVT_046,W04_N20,秘密,秘密事件6,出现与世界常识不一致的线索。 发生地点：消防站。,调查 / 保存证据 / 忽略,感染值、NPC信任、资源冲突
W04_EVT_047,W04_N02,秘密,秘密事件7,出现与世界常识不一致的线索。 发生地点：废弃公寓。,调查 / 保存证据 / 忽略,感染值、NPC信任、资源冲突
W04_EVT_048,W04_N08,秘密,秘密事件8,出现与世界常识不一致的线索。 发生地点：旧警局。,调查 / 保存证据 / 忽略,感染值、NPC信任、资源冲突
