event_id,node_id,category,title,description,choices,world_pressure
W02_EVT_030,W02_N12,NPC,NPC事件6,遇到一个无法完全判断意图的人。 发生地点：雪崩坡。,帮助 / 交易 / 保持距离,体温、燃料、暴风雪
W02_EVT_031,W02_N18,NPC,NPC事件7,遇到一个无法完全判断意图的人。 发生地点：燃料库。,帮助 / 交易 / 保持距离,体温、燃料、暴风雪
W02_EVT_032,W02_N24,NPC,NPC事件8,遇到一个无法完全判断意图的人。 发生地点：终端控制舱。,帮助 / 交易 / 保持距离,体温、燃料、暴风雪
W02_EVT_033,W02_N22,路线,路线事件1,发现与长期逃生目标有关的信息。 发生地点：极地墓标。,推进 / 记录 / 转向,体温、燃料、暴风雪
W02_EVT_034,W02_N04,路线,路线事件2,发现与长期逃生目标有关的信息。 发生地点：结冰湖。,推进 / 记录 / 转向,体温、燃料、暴风雪
W02_EVT_035,W02_N10,路线,路线事件3,发现与长期逃生目标有关的信息。 发生地点：废弃雷达站。,推进 / 记录 / 转向,体温、燃料、暴风雪
W02_EVT_036,W02_N16,路线,路线事件4,发现与长期逃生目标有关的信息。 发生地点：通信塔。,推进 / 记录 / 转向,体温、燃料、暴风雪
W02_EVT_037,W02_N22,路线,路线事件5,发现与长期逃生目标有关的信息。 发生地点：极地墓标。,推进 / 记录 / 转向,体温、燃料、暴风雪
W02_EVT_038,W02_N04,路线,路线事件6,发现与长期逃生目标有关的信息。 发生地点：结冰湖。,推进 / 记录 / 转向,体温、燃料、暴风雪
W02_EVT_039,W02_N10,路线,路线事件7,发现与长期逃生目标有关的信息。 发生地点：废弃雷达站。,推进 / 记录 / 转向,体温、燃料、暴风雪
W02_EVT_040,W02_N16,路线,路线事件8,发现与长期逃生目标有关的信息。 发生地点：通信塔。,推进 / 记录 / 转向,体温、燃料、暴风雪
W02_EVT_041,W02_N14,秘密,秘密事件1,出现与世界常识不一致的线索。 发生地点：冰川裂隙。,调查 / 保存证据 / 忽略,体温、燃料、暴风雪
W02_EVT_042,W02_N20,秘密,秘密事件2,出现与世界常识不一致的线索。 发生地点：紧急跑道。,调查 / 保存证据 / 忽略,体温、燃料、暴风雪
W02_EVT_043,W02_N02,秘密,秘密事件3,出现与世界常识不一致的线索。 发生地点：冰封河谷。,调查 / 保存证据 / 忽略,体温、燃料、暴风雪
W02_EVT_044,W02_N08,秘密,秘密事件4,出现与世界常识不一致的线索。 发生地点：冰洞入口。,调查 / 保存证据 / 忽略,体温、燃料、暴风雪
W02_EVT_045,W02_N14,秘密,秘密事件5,出现与世界常识不一致的线索。 发生地点：冰川裂隙。,调查 / 保存证据 / 忽略,体温、燃料、暴风雪
W02_EVT_046,W02_N20,秘密,秘密事件6,出现与世界常识不一致的线索。 发生地点：紧急跑道。,调查 / 保存证据 / 忽略,体温、燃料、暴风雪
W02_EVT_047,W02_N02,秘密,秘密事件7,出现与世界常识不一致的线索。 发生地点：冰封河谷。,调查 / 保存证据 / 忽略,体温、燃料、暴风雪
W02_EVT_048,W02_N08,秘密,秘密事件8,出现与世界常识不一致的线索。 发生地点：冰洞入口。,调查 / 保存证据 / 忽略,体温、燃料、暴风雪
