event_id,node_id,category,title,description,choices,world_pressure
W07_EVT_033,W07_N22,路线,路线事件1,发现与长期逃生目标有关的信息。 发生地点：深林祭坛。,推进 / 记录 / 转向,光源、精神、方向
W07_EVT_034,W07_N04,路线,路线事件2,发现与长期逃生目标有关的信息。 发生地点：黑松林。,推进 / 记录 / 转向,光源、精神、方向
W07_EVT_035,W07_N10,路线,路线事件3,发现与长期逃生目标有关的信息。 发生地点：旧村落。,推进 / 记录 / 转向,光源、精神、方向
W07_EVT_036,W07_N16,路线,路线事件4,发现与长期逃生目标有关的信息。 发生地点：倒置路标。,推进 / 记录 / 转向,光源、精神、方向
W07_EVT_037,W07_N22,路线,路线事件5,发现与长期逃生目标有关的信息。 发生地点：深林祭坛。,推进 / 记录 / 转向,光源、精神、方向
W07_EVT_038,W07_N04,路线,路线事件6,发现与长期逃生目标有关的信息。 发生地点：黑松林。,推进 / 记录 / 转向,光源、精神、方向
W07_EVT_039,W07_N10,路线,路线事件7,发现与长期逃生目标有关的信息。 发生地点：旧村落。,推进 / 记录 / 转向,光源、精神、方向
W07_EVT_040,W07_N16,路线,路线事件8,发现与长期逃生目标有关的信息。 发生地点：倒置路标。,推进 / 记录 / 转向,光源、精神、方向
W07_EVT_041,W07_N14,秘密,秘密事件1,出现与世界常识不一致的线索。 发生地点：发光菌洞。,调查 / 保存证据 / 忽略,光源、精神、方向
W07_EVT_042,W07_N20,秘密,秘密事件2,出现与世界常识不一致的线索。 发生地点：山脊。,调查 / 保存证据 / 忽略,光源、精神、方向
W07_EVT_043,W07_N02,秘密,秘密事件3,出现与世界常识不一致的线索。 发生地点：旧木屋。,调查 / 保存证据 / 忽略,光源、精神、方向
W07_EVT_044,W07_N08,秘密,秘密事件4,出现与世界常识不一致的线索。 发生地点：钟楼废墟。,调查 / 保存证据 / 忽略,光源、精神、方向
W07_EVT_045,W07_N14,秘密,秘密事件5,出现与世界常识不一致的线索。 发生地点：发光菌洞。,调查 / 保存证据 / 忽略,光源、精神、方向
W07_EVT_046,W07_N20,秘密,秘密事件6,出现与世界常识不一致的线索。 发生地点：山脊。,调查 / 保存证据 / 忽略,光源、精神、方向
W07_EVT_047,W07_N02,秘密,秘密事件7,出现与世界常识不一致的线索。 发生地点：旧木屋。,调查 / 保存证据 / 忽略,光源、精神、方向
W07_EVT_048,W07_N08,秘密,秘密事件8,出现与世界常识不一致的线索。 发生地点：钟楼废墟。,调查 / 保存证据 / 忽略,光源、精神、方向
