event_id,node_id,category,title,description,choices,world_pressure
W06_EVT_037,W06_N22,路线,路线事件5,发现与长期逃生目标有关的信息。 发生地点：港口仓库。,推进 / 记录 / 转向,潮汐、燃料、净水
W06_EVT_038,W06_N04,路线,路线事件6,发现与长期逃生目标有关的信息。 发生地点：漂浮市场。,推进 / 记录 / 转向,潮汐、燃料、净水
W06_EVT_039,W06_N10,路线,路线事件7,发现与长期逃生目标有关的信息。 发生地点：废弃游艇。,推进 / 记录 / 转向,潮汐、燃料、净水
W06_EVT_040,W06_N16,路线,路线事件8,发现与长期逃生目标有关的信息。 发生地点：净水站。,推进 / 记录 / 转向,潮汐、燃料、净水
W06_EVT_041,W06_N14,秘密,秘密事件1,出现与世界常识不一致的线索。 发生地点：海警站。,调查 / 保存证据 / 忽略,潮汐、燃料、净水
W06_EVT_042,W06_N20,秘密,秘密事件2,出现与世界常识不一致的线索。 发生地点：旧医院上层。,调查 / 保存证据 / 忽略,潮汐、燃料、净水
W06_EVT_043,W06_N02,秘密,秘密事件3,出现与世界常识不一致的线索。 发生地点：淹没街区。,调查 / 保存证据 / 忽略,潮汐、燃料、净水
W06_EVT_044,W06_N08,秘密,秘密事件4,出现与世界常识不一致的线索。 发生地点：高架桥。,调查 / 保存证据 / 忽略,潮汐、燃料、净水
W06_EVT_045,W06_N14,秘密,秘密事件5,出现与世界常识不一致的线索。 发生地点：海警站。,调查 / 保存证据 / 忽略,潮汐、燃料、净水
W06_EVT_046,W06_N20,秘密,秘密事件6,出现与世界常识不一致的线索。 发生地点：旧医院上层。,调查 / 保存证据 / 忽略,潮汐、燃料、净水
W06_EVT_047,W06_N02,秘密,秘密事件7,出现与世界常识不一致的线索。 发生地点：淹没街区。,调查 / 保存证据 / 忽略,潮汐、燃料、净水
W06_EVT_048,W06_N08,秘密,秘密事件8,出现与世界常识不一致的线索。 发生地点：高架桥。,调查 / 保存证据 / 忽略,潮汐、燃料、净水
