event_id,node_id,category,title,description,choices,world_pressure
W03_EVT_034,W03_N04,路线,路线事件2,发现与长期逃生目标有关的信息。 发生地点：地热泉。,推进 / 记录 / 转向,火山活动等级、毒气、路线变化
W03_EVT_035,W03_N10,路线,路线事件3,发现与长期逃生目标有关的信息。 发生地点：旧渡船。,推进 / 记录 / 转向,火山活动等级、毒气、路线变化
W03_EVT_036,W03_N16,路线,路线事件4,发现与长期逃生目标有关的信息。 发生地点：通信桅杆。,推进 / 记录 / 转向,火山活动等级、毒气、路线变化
W03_EVT_037,W03_N22,路线,路线事件5,发现与长期逃生目标有关的信息。 发生地点：岛间浅滩。,推进 / 记录 / 转向,火山活动等级、毒气、路线变化
W03_EVT_038,W03_N04,路线,路线事件6,发现与长期逃生目标有关的信息。 发生地点：地热泉。,推进 / 记录 / 转向,火山活动等级、毒气、路线变化
W03_EVT_039,W03_N10,路线,路线事件7,发现与长期逃生目标有关的信息。 发生地点：旧渡船。,推进 / 记录 / 转向,火山活动等级、毒气、路线变化
W03_EVT_040,W03_N16,路线,路线事件8,发现与长期逃生目标有关的信息。 发生地点：通信桅杆。,推进 / 记录 / 转向,火山活动等级、毒气、路线变化
W03_EVT_041,W03_N14,秘密,秘密事件1,出现与世界常识不一致的线索。 发生地点：蓄水池。,调查 / 保存证据 / 忽略,火山活动等级、毒气、路线变化
W03_EVT_042,W03_N20,秘密,秘密事件2,出现与世界常识不一致的线索。 发生地点：研究营。,调查 / 保存证据 / 忽略,火山活动等级、毒气、路线变化
W03_EVT_043,W03_N02,秘密,秘密事件3,出现与世界常识不一致的线索。 发生地点：椰林营地。,调查 / 保存证据 / 忽略,火山活动等级、毒气、路线变化
W03_EVT_044,W03_N08,秘密,秘密事件4,出现与世界常识不一致的线索。 发生地点：硫磺谷。,调查 / 保存证据 / 忽略,火山活动等级、毒气、路线变化
W03_EVT_045,W03_N14,秘密,秘密事件5,出现与世界常识不一致的线索。 发生地点：蓄水池。,调查 / 保存证据 / 忽略,火山活动等级、毒气、路线变化
W03_EVT_046,W03_N20,秘密,秘密事件6,出现与世界常识不一致的线索。 发生地点：研究营。,调查 / 保存证据 / 忽略,火山活动等级、毒气、路线变化
W03_EVT_047,W03_N02,秘密,秘密事件7,出现与世界常识不一致的线索。 发生地点：椰林营地。,调查 / 保存证据 / 忽略,火山活动等级、毒气、路线变化
W03_EVT_048,W03_N08,秘密,秘密事件8,出现与世界常识不一致的线索。 发生地点：硫磺谷。,调查 / 保存证据 / 忽略,火山活动等级、毒气、路线变化
